CoC Number,CoC Name,Overall.Total,Children & Youth Under 18,Youth 18 to 24,Youth & People 25 to 34,People 35 to 44,People 45 to 54,People 55 to 64,People Over 64,Women,Men,Transgender,Nonbinary,Gender Questioning,Non-Latino & Non-Hispanic,Latino,White,Black,Asian,Indigenous,Native Hawiian or Pacific Islander,Multiracial,Emergency Shelter,Transitional Housing Shelter,Safe Haven,In Shelter,Unsheltered,Year
VA-604,Prince William County CoC,280,103,12,NA,NA,NA,NA,NA,126,153,1,0,NA,233,47,87,159,5,3,0,26,172,71,0,243,37,2019
VI-500,Virgin Islands CoC,314,0,6,NA,NA,NA,NA,NA,73,236,0,5,NA,270,44,46,228,0,6,0,34,26,56,0,82,232,2019
VT-500,Vermont Balance of State CoC,780,200,93,NA,NA,NA,NA,NA,349,422,6,3,NA,751,29,690,40,3,6,0,41,615,99,0,714,66,2019
VT-501,Burlington/Chittenden County CoC,309,51,43,NA,NA,NA,NA,NA,112,194,3,0,NA,296,13,235,45,16,2,1,10,226,35,0,261,48,2019
WA-500,Seattle/King County CoC,11199,1550,1229,NA,NA,NA,NA,NA,4465,6222,217,295,NA,9567,1632,4742,3570,433,1161,391,902,4065,1863,43,5971,5228,2019
WA-501,Washington Balance of State CoC,5509,1067,500,NA,NA,NA,NA,NA,2343,3137,18,11,NA,4636,873,4527,255,30,380,54,263,2120,1090,0,3210,2299,2019
WA-502,Spokane City & County CoC,1309,192,105,NA,NA,NA,NA,NA,511,789,6,3,NA,1201,108,956,121,3,99,29,101,780,214,0,994,315,2019
WA-503,"Tacoma, Lakewood/Pierce County CoC",1486,242,150,NA,NA,NA,NA,NA,572,911,1,2,NA,1280,206,800,320,21,63,54,228,696,161,0,857,629,2019
WA-504,Everett/Snohomish County CoC,1116,234,91,NA,NA,NA,NA,NA,502,607,0,7,NA,953,163,830,95,12,29,53,97,406,111,0,517,599,2019
WA-508,Vancouver/Clark County CoC,958,272,48,NA,NA,NA,NA,NA,427,524,4,3,NA,869,89,735,75,11,19,54,64,311,160,0,471,487,2019
WI-500,Wisconsin Balance of State CoC,2875,940,189,NA,NA,NA,NA,NA,1334,1531,7,3,NA,2614,261,1890,482,32,219,1,251,1966,809,6,2781,94,2019
WI-501,Milwaukee City & County CoC,885,197,49,NA,NA,NA,NA,NA,297,587,1,0,NA,788,97,282,552,3,10,2,36,589,135,47,771,114,2019
WI-502,Racine City & County CoC,200,31,6,NA,NA,NA,NA,NA,77,123,0,0,NA,186,14,114,71,1,0,1,13,146,42,0,188,12,2019
WI-503,Madison/Dane County CoC,578,135,42,NA,NA,NA,NA,NA,239,337,1,1,NA,536,42,259,288,6,5,0,20,366,137,0,503,75,2019
WV-500,"Wheeling, Weirton Area CoC",136,19,14,NA,NA,NA,NA,NA,59,77,0,0,NA,128,8,110,14,5,0,0,7,105,22,0,127,9,2019
WV-501,"Huntington/Cabell, Wayne Counties CoC",171,7,16,NA,NA,NA,NA,NA,71,100,0,0,NA,170,1,144,22,0,0,0,5,114,0,8,122,49,2019
WV-503,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",293,42,14,NA,NA,NA,NA,NA,92,201,0,0,NA,290,3,196,96,1,0,0,0,259,32,0,291,2,2019
WV-508,West Virginia Balance of State CoC,797,85,50,NA,NA,NA,NA,NA,307,490,0,0,NA,774,23,711,58,2,6,2,18,545,64,0,609,188,2019
WY-500,Wyoming Statewide CoC,548,81,69,NA,NA,NA,NA,NA,172,376,0,0,NA,481,67,456,31,0,29,3,29,264,159,0,423,125,2019
NA,Total,567715,107069,45629,NA,NA,NA,NA,NA,219911,343187,3255,1362,NA,443100,124615,270607,225735,7228,17966,9311,36868,279327,75162,1933,356422,211293,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"a MO-604 covers territory in both Missouri and Kansas. The record described in this file represents the CoC's total territory, the sum of the point-in-time estimates the CoC separately reported for the portions of its territory in MO and in KS. However, in the companion file, Point-in-Time Estimates by State, MO-604's data have been split up between MO and KS.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
AK-500,Anchorage CoC,1094,169,116,NA,NA,NA,NA,NA,452,635,7,0,NA,1031,63,313,121,19,470,56,115,751,249,0,1000,94,2018
AK-501,Alaska Balance of State CoC,922,180,75,NA,NA,NA,NA,NA,428,494,0,0,NA,883,39,370,35,20,408,20,69,497,210,0,707,215,2018
AL-500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",901,129,25,NA,NA,NA,NA,NA,307,593,1,0,NA,884,17,338,532,1,7,0,23,431,219,32,682,219,2018
AL-501,Mobile City & County/Baldwin County CoC,551,97,30,NA,NA,NA,NA,NA,200,349,2,0,NA,531,20,219,307,1,4,0,20,225,93,0,318,233,2018
AL-502,Florence/Northwest Alabama CoC,256,65,1,NA,NA,NA,NA,NA,138,117,0,1,NA,240,16,169,24,0,0,0,63,128,106,0,234,22,2018
AL-503,Huntsville/North Alabama CoC,424,56,28,NA,NA,NA,NA,NA,170,252,2,0,NA,407,17,242,166,3,3,3,7,283,25,0,308,116,2018
AL-504,Montgomery City & County CoC,369,70,14,NA,NA,NA,NA,NA,157,212,0,0,NA,364,5,103,255,0,2,2,7,173,127,0,300,69,2018
AL-505,Gadsden/Northeast Alabama CoC,146,26,5,NA,NA,NA,NA,NA,50,95,1,0,NA,140,6,91,47,1,2,0,5,74,4,8,86,60,2018
AL-506,Tuscaloosa City & County CoC,57,12,1,NA,NA,NA,NA,NA,28,29,0,0,NA,56,1,20,34,0,0,0,3,35,21,0,56,1,2018
AL-507,Alabama Balance of State CoC,730,118,53,NA,NA,NA,NA,NA,349,378,3,0,NA,718,12,482,239,0,5,0,4,170,270,0,440,290,2018
AR-500,Little Rock/Central Arkansas CoC,1081,102,62,NA,NA,NA,NA,NA,371,709,1,0,NA,1057,24,446,572,2,11,0,50,335,196,0,531,550,2018
AR-501,Fayetteville/Northwest Arkansas CoC,474,103,40,NA,NA,NA,NA,NA,205,266,3,0,NA,433,41,369,50,3,17,3,32,107,216,0,323,151,2018
AR-503,Arkansas  Balance of State  CoC,825,53,96,NA,NA,NA,NA,NA,351,472,1,1,NA,814,11,595,216,3,1,1,9,259,76,6,341,484,2018
AR-505,Southeast Arkansas CoC,101,41,2,NA,NA,NA,NA,NA,72,29,0,0,NA,101,0,53,48,0,0,0,0,85,10,0,95,6,2018
AR-508,Fort Smith CoC,231,10,13,NA,NA,NA,NA,NA,114,117,0,0,NA,227,4,184,30,4,7,0,6,147,18,0,165,66,2018
AZ-500,Arizona Balance of State CoC,2187,363,139,NA,NA,NA,NA,NA,752,1415,5,15,NA,1761,426,1509,99,3,350,6,220,850,252,0,1102,1085,2018
AZ-501,Tucson/Pima County CoC,1380,179,133,NA,NA,NA,NA,NA,453,916,10,1,NA,973,407,1036,158,6,99,9,72,666,337,14,1017,363,2018
AZ-502,"Phoenix, Mesa/Maricopa County CoC",6298,1138,508,NA,NA,NA,NA,NA,2255,4023,19,1,NA,4856,1442,3949,1649,44,387,42,227,2099,1555,26,3680,2618,2018
CA-500,San Jose/Santa Clara City & County CoC,7254,1088,2077,NA,NA,NA,NA,NA,2353,4878,20,3,NA,4056,3198,3373,1020,245,945,206,1465,1151,635,20,1806,5448,2018
CA-501,San Francisco CoC,6857,477,1353,NA,NA,NA,NA,NA,1929,4865,60,3,NA,5244,1613,2286,2698,322,240,124,1187,2011,474,19,2504,4353,2018
CA-502,"Oakland, Berkeley/Alameda County CoC",5496,479,930,NA,NA,NA,NA,NA,2241,3191,51,13,NA,4567,929,1630,2722,116,182,41,805,962,660,11,1633,3863,2018
CA-503,Sacramento City & County CoC,3621,329,270,NA,NA,NA,NA,NA,1154,2415,5,47,NA,2944,677,1800,1114,26,168,34,479,1124,445,0,1569,2052,2018
CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",2996,226,490,NA,NA,NA,NA,NA,1157,1746,55,38,NA,2172,824,1844,239,45,206,35,627,801,266,0,1067,1929,2018
CA-505,Richmond/Contra Costa County CoC,2234,168,148,NA,NA,NA,NA,NA,860,1370,4,0,NA,1869,365,1140,712,44,231,32,75,552,145,0,697,1537,2018
CA-506,"Salinas/Monterey, San Benito Counties CoC",3299,524,493,NA,NA,NA,NA,NA,1159,2134,6,0,NA,978,2321,2524,335,12,7,11,410,333,452,0,785,2514,2018
CA-507,Marin County CoC,1095,115,128,NA,NA,NA,NA,NA,342,747,6,0,NA,890,205,681,199,9,25,5,176,237,150,0,387,708,2018
CA-508,Watsonville/Santa Cruz City & County CoC,2320,393,477,NA,NA,NA,NA,NA,618,1697,5,0,NA,1547,773,1366,172,15,157,8,602,320,201,0,521,1799,2018
CA-509,Mendocino County CoC,880,33,18,NA,NA,NA,NA,NA,304,575,1,0,NA,793,87,656,11,0,110,25,78,94,63,0,157,723,2018
CA-510,"Turlock, Modesto/Stanislaus County CoC",1356,168,97,NA,NA,NA,NA,NA,470,879,5,2,NA,736,620,1053,141,13,77,16,56,578,172,0,750,606,2018
CA-511,Stockton/San Joaquin County CoC,1685,389,95,NA,NA,NA,NA,NA,685,998,2,0,NA,1188,497,1026,465,32,39,29,94,927,191,0,1118,567,2018
CA-512,Daly/San Mateo County CoC,1238,268,39,NA,NA,NA,NA,NA,448,786,4,0,NA,791,447,843,188,32,65,58,52,258,343,0,601,637,2018
CA-513,"Visalia/Kings, Tulare Counties CoC",967,98,81,NA,NA,NA,NA,NA,382,584,1,0,NA,550,417,786,91,13,53,7,17,158,157,0,315,652,2018
CA-514,Fresno City & County/Madera County CoC,2144,173,100,NA,NA,NA,NA,NA,713,1429,2,0,NA,1183,961,1345,422,93,171,16,97,331,108,24,463,1681,2018
CA-515,"Roseville, Rocklin/Placer County CoC",950,108,66,NA,NA,NA,NA,NA,336,608,0,6,NA,815,135,748,54,11,60,14,63,367,125,0,492,458,2018
CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",1149,132,51,NA,NA,NA,NA,NA,412,731,4,2,NA,1070,79,948,42,13,68,20,58,248,211,0,459,690,2018
CA-517,Napa City & County CoC,322,29,16,NA,NA,NA,NA,NA,100,219,0,3,NA,211,111,271,14,1,17,7,12,122,46,0,168,154,2018
CA-518,Vallejo/Solano County CoC,1129,65,211,NA,NA,NA,NA,NA,332,796,1,0,NA,879,250,506,369,15,29,28,182,144,68,0,212,917,2018
CA-519,"Chico, Paradise/Butte County CoC",1125,115,64,NA,NA,NA,NA,NA,406,716,1,2,NA,1008,117,882,28,7,59,18,131,274,106,0,380,745,2018
CA-520,Merced City & County CoC,514,31,38,NA,NA,NA,NA,NA,154,360,0,0,NA,349,165,365,79,8,16,4,42,104,98,0,202,312,2018
CA-521,"Davis, Woodland/Yolo County CoC",448,79,38,NA,NA,NA,NA,NA,206,225,4,13,NA,343,105,310,87,1,23,4,23,179,60,0,239,209,2018
CA-522,Humboldt County CoC,703,67,61,NA,NA,NA,NA,NA,209,483,2,9,NA,647,56,532,26,2,87,4,52,188,81,0,269,434,2018
CA-523,"Colusa, Glenn, Trinity Counties CoC",268,64,8,NA,NA,NA,NA,NA,119,149,0,0,NA,215,53,248,5,1,7,2,5,66,29,0,95,173,2018
CA-524,Yuba City & County/Sutter County CoC,765,176,55,NA,NA,NA,NA,NA,382,344,2,37,NA,597,168,549,59,7,23,7,120,292,0,0,292,473,2018
CA-525,El Dorado County CoC,645,114,37,NA,NA,NA,NA,NA,251,394,0,0,NA,620,25,559,25,2,17,1,41,111,38,0,149,496,2018
CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",398,72,47,NA,NA,NA,NA,NA,185,209,0,4,NA,357,41,331,11,0,13,1,42,103,31,0,134,264,2018
CA-527,Tehama County CoC,125,12,5,NA,NA,NA,NA,NA,55,70,0,0,NA,106,19,110,1,0,7,0,7,55,14,0,69,56,2018
CA-529,Lake County CoC,615,42,34,NA,NA,NA,NA,NA,221,391,3,0,NA,442,173,476,16,0,58,0,65,12,12,0,24,591,2018
CA-530,"Alpine, Inyo, Mono Counties CoC",157,8,10,NA,NA,NA,NA,NA,52,105,0,0,NA,151,6,137,3,0,17,0,0,1,0,0,1,156,2018
CA-600,Los Angeles City & County CoC,49955,4731,2955,NA,NA,NA,NA,NA,15379,33484,919,173,NA,32415,17540,24620,21310,818,1211,464,1532,8819,3522,44,12385,37570,2018
CA-601,San Diego City and County CoC,8576,1014,892,NA,NA,NA,NA,NA,2761,5747,33,35,NA,6218,2358,5587,2081,104,285,123,396,1948,1574,64,3586,4990,2018
CA-602,"Santa Ana, Anaheim/Orange County CoC",4955,722,216,NA,NA,NA,NA,NA,1575,3370,5,5,NA,3123,1832,3683,714,162,185,48,163,1435,936,0,2371,2584,2018
CA-603,Santa Maria/Santa Barbara County CoC,1706,247,126,NA,NA,NA,NA,NA,638,1064,2,2,NA,1069,637,1423,113,16,69,17,68,618,195,0,813,893,2018
CA-604,Bakersfield/Kern County CoC,885,107,70,NA,NA,NA,NA,NA,275,608,2,0,NA,627,258,640,172,4,31,10,28,394,121,0,515,370,2018
CA-606,Long Beach CoC,1873,123,88,NA,NA,NA,NA,NA,543,1320,8,2,NA,1407,466,1035,604,52,52,48,82,387,278,0,665,1208,2018
CA-607,Pasadena CoC,677,59,44,NA,NA,NA,NA,NA,199,476,1,1,NA,490,187,321,236,9,24,16,71,177,38,0,215,462,2018
CA-608,Riverside City & County CoC,2316,151,244,NA,NA,NA,NA,NA,776,1521,13,6,NA,1513,803,1575,452,32,146,35,76,532,99,0,631,1685,2018
CA-609,San Bernardino City & County CoC,2118,353,159,NA,NA,NA,NA,NA,777,1329,10,2,NA,1475,643,1296,508,11,47,14,242,356,295,24,675,1443,2018
CA-611,"Oxnard, San Buenaventura/Ventura County CoC",1308,118,51,NA,NA,NA,NA,NA,446,855,2,5,NA,815,493,1122,65,12,28,5,76,289,178,11,478,830,2018
CA-612,Glendale CoC,260,61,11,NA,NA,NA,NA,NA,103,156,1,0,NA,157,103,163,46,5,5,4,37,52,52,0,104,156,2018
CA-613,Imperial County CoC,1493,119,98,NA,NA,NA,NA,NA,441,1034,12,6,NA,1002,491,1299,53,12,53,0,76,117,43,0,160,1333,2018
CA-614,San Luis Obispo County CoC,1095,89,187,NA,NA,NA,NA,NA,343,752,0,0,NA,896,199,867,68,16,78,11,55,248,25,0,273,822,2018
CO-500,Colorado Balance of State CoC,3989,829,330,NA,NA,NA,NA,NA,1626,2351,7,5,NA,2617,1372,3412,187,12,164,12,202,932,549,0,1481,2508,2018
CO-503,Metropolitan Denver CoC,5317,827,338,NA,NA,NA,NA,NA,1704,3580,18,15,NA,4054,1263,3251,1150,48,268,65,535,2574,1413,22,4009,1308,2018
CO-504,Colorado Springs/El Paso County CoC,1551,231,140,NA,NA,NA,NA,NA,550,995,3,3,NA,1349,202,1151,229,17,55,17,82,652,386,0,1038,513,2018
CT-503,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",864,207,71,NA,NA,NA,NA,NA,352,509,3,0,NA,528,336,436,370,5,5,1,47,589,183,0,772,92,2018
CT-505,Connecticut Balance of State CoC,3112,760,183,NA,NA,NA,NA,NA,1307,1801,4,0,NA,2087,1025,1720,1112,12,87,15,166,2290,333,0,2623,489,2018
DC-500,District of Columbia CoC,6904,1933,639,NA,NA,NA,NA,NA,2960,3903,33,8,NA,6577,327,478,6286,39,40,15,46,5095,1209,0,6304,600,2018
DE-500,Delaware Statewide CoC,1082,227,78,NA,NA,NA,NA,NA,490,591,0,1,NA,1012,70,406,616,6,12,2,40,702,282,5,989,93,2018
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",1192,160,65,NA,NA,NA,NA,NA,430,759,3,0,NA,1040,152,846,262,3,25,2,54,488,252,0,740,452,2018
FL-501,Tampa/Hillsborough County CoC,1795,367,95,NA,NA,NA,NA,NA,704,1085,5,1,NA,1498,297,880,866,5,31,9,4,858,284,13,1155,640,2018
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2612,264,129,NA,NA,NA,NA,NA,826,1781,5,0,NA,2382,230,1623,858,7,23,9,92,1299,308,40,1647,965,2018
FL-503,"Lakeland, Winterhaven/Polk County CoC",552,133,32,NA,NA,NA,NA,NA,217,333,2,0,NA,470,82,323,195,0,9,0,25,194,224,0,418,134,2018
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",683,127,38,NA,NA,NA,NA,NA,273,409,1,0,NA,633,50,448,183,2,9,1,40,87,190,0,277,406,2018
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",495,86,24,NA,NA,NA,NA,NA,212,283,0,0,NA,468,27,334,106,4,7,2,42,53,30,0,83,412,2018
FL-506,Tallahassee/Leon County CoC,909,188,57,NA,NA,NA,NA,NA,340,566,3,0,NA,861,48,310,545,8,8,7,31,677,133,0,810,99,2018
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2053,468,163,NA,NA,NA,NA,NA,729,1320,3,1,NA,1661,392,865,1035,7,21,7,118,1183,510,0,1693,360,2018
FL-508,"Gainesville/Alachua, Putnam Counties CoC",756,103,17,NA,NA,NA,NA,NA,236,516,4,0,NA,707,49,436,285,0,8,1,26,272,51,0,323,433,2018
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",1542,483,46,NA,NA,NA,NA,NA,642,900,0,0,NA,1409,133,962,504,3,7,2,64,430,83,0,513,1029,2018
FL-510,"Jacksonville-Duval, Clay Counties CoC",1794,254,132,NA,NA,NA,NA,NA,633,1149,9,3,NA,1701,93,756,918,7,4,6,103,878,487,0,1365,429,2018
FL-511,"Pensacola/Escambia, Santa Rosa Counties CoC",632,111,35,NA,NA,NA,NA,NA,188,444,0,0,NA,608,24,337,213,5,6,3,68,236,251,0,487,145,2018
FL-512,St. Johns County CoC,342,81,30,NA,NA,NA,NA,NA,143,198,1,0,NA,327,15,222,92,2,9,0,17,101,77,0,178,164,2018
FL-513,"Palm Bay, Melbourne/Brevard County CoC",734,192,38,NA,NA,NA,NA,NA,229,504,1,0,NA,686,48,523,159,5,2,3,42,61,420,0,481,253,2018
FL-514,Ocala/Marion County CoC,572,91,38,NA,NA,NA,NA,NA,214,358,0,0,NA,531,41,389,158,1,3,0,21,168,133,0,301,271,2018
FL-515,"Panama City/Bay, Jackson Counties CoC",381,48,33,NA,NA,NA,NA,NA,164,216,1,0,NA,357,24,297,62,1,14,3,4,39,70,0,109,272,2018
FL-517,"Hendry, Hardee, Highlands Counties CoC",453,135,38,NA,NA,NA,NA,NA,200,253,0,0,NA,330,123,261,191,1,0,0,0,21,48,0,69,384,2018
FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",493,70,48,NA,NA,NA,NA,NA,158,333,2,0,NA,468,25,267,197,1,2,0,26,57,33,0,90,403,2018
FL-519,Pasco County CoC,2668,590,782,NA,NA,NA,NA,NA,940,1657,12,59,NA,2186,482,2220,327,11,11,36,63,145,108,0,253,2415,2018
FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",711,157,57,NA,NA,NA,NA,NA,320,391,0,0,NA,642,69,559,128,1,5,0,18,324,125,0,449,262,2018
FL-600,Miami-Dade County CoC,3516,758,182,NA,NA,NA,NA,NA,1134,2373,9,0,NA,2339,1177,1405,2063,12,5,4,27,1847,594,45,2486,1030,2018
FL-601,Ft Lauderdale/Broward County CoC,2318,303,171,NA,NA,NA,NA,NA,718,1588,12,0,NA,2091,227,898,1361,13,13,4,29,886,532,31,1449,869,2018
FL-602,Punta Gorda/Charlotte County CoC,164,23,5,NA,NA,NA,NA,NA,53,110,0,1,NA,161,3,137,17,0,4,0,6,59,19,0,78,86,2018
FL-603,"Ft Myers, Cape Coral/Lee County CoC",728,192,22,NA,NA,NA,NA,NA,341,387,0,0,NA,621,107,477,245,0,2,1,3,477,47,0,524,204,2018
FL-604,Monroe County CoC,973,133,10,NA,NA,NA,NA,NA,347,626,0,0,NA,843,130,874,55,5,7,1,31,660,101,0,761,212,2018
FL-605,West Palm Beach/Palm Beach County CoC,1309,224,84,NA,NA,NA,NA,NA,437,872,0,0,NA,1191,118,588,689,9,5,5,13,351,107,0,458,851,2018
FL-606,Naples/Collier County CoC,653,130,0,NA,NA,NA,NA,NA,264,388,1,0,NA,483,170,506,95,3,8,7,34,238,202,0,440,213,2018
GA-500,Atlanta CoC,3076,359,187,NA,NA,NA,NA,NA,897,2154,22,3,NA,2989,87,282,2632,11,28,8,115,1146,1190,0,2336,740,2018
GA-501,Georgia Balance of State CoC,3730,850,253,NA,NA,NA,NA,NA,1777,1944,9,0,NA,3592,138,1551,2014,5,32,12,116,1228,629,0,1857,1873,2018
GA-502,Fulton County CoC,222,82,15,NA,NA,NA,NA,NA,111,111,0,0,NA,222,0,15,207,0,0,0,0,71,63,0,134,88,2018
GA-503,Athens-Clarke County CoC,212,55,11,NA,NA,NA,NA,NA,92,120,0,0,NA,202,10,75,121,0,3,2,11,166,0,0,166,46,2018
GA-504,Augusta-Richmond County CoC,269,19,13,NA,NA,NA,NA,NA,112,156,1,0,NA,261,8,86,169,1,1,2,10,172,50,0,222,47,2018
GA-505,Columbus-Muscogee CoC,276,30,17,NA,NA,NA,NA,NA,114,159,1,2,NA,269,7,101,144,0,6,0,25,173,23,0,196,80,2018
GA-506,Marietta/Cobb County CoC,384,88,25,NA,NA,NA,NA,NA,177,207,0,0,NA,359,25,151,214,3,2,1,13,146,120,0,266,118,2018
GA-507,Savannah/Chatham County CoC,1009,88,77,NA,NA,NA,NA,NA,307,702,0,0,NA,990,19,491,514,2,1,0,1,241,304,0,545,464,2018
GA-508,DeKalb County CoC,321,102,12,NA,NA,NA,NA,NA,155,166,0,0,NA,316,5,52,266,0,0,0,3,91,87,0,178,143,2018
GU-500,Guam CoC,854,361,76,NA,NA,NA,NA,NA,399,455,0,0,NA,804,50,11,8,20,1,788,26,124,3,0,127,727,2018
HI-500,Hawaii Balance of State CoC,2035,457,128,NA,NA,NA,NA,NA,857,1171,4,3,NA,1733,302,669,44,93,33,613,583,485,220,0,705,1330,2018
HI-501,Honolulu City and County CoC,4495,909,242,NA,NA,NA,NA,NA,1816,2656,19,4,NA,3825,670,858,170,486,47,1637,1297,1043,1307,0,2350,2145,2018
IA-500,"Sioux City/Dakota, Woodbury Counties CoC",264,61,15,NA,NA,NA,NA,NA,102,162,0,0,NA,227,37,141,40,3,63,4,13,189,69,0,258,6,2018
IA-501,Iowa Balance of State CoC,1721,525,182,NA,NA,NA,NA,NA,786,931,4,0,NA,1596,125,1093,488,5,18,4,113,842,742,9,1593,128,2018
IA-502,Des Moines/Polk County CoC,764,98,85,NA,NA,NA,NA,NA,248,513,2,1,NA,688,76,519,185,6,9,2,43,450,193,14,657,107,2018
ID-500,Boise/Ada County CoC,756,99,35,NA,NA,NA,NA,NA,225,530,1,0,NA,658,98,629,39,5,22,11,50,517,118,0,635,121,2018
ID-501,Idaho Balance of State CoC,1256,339,122,NA,NA,NA,NA,NA,588,667,1,0,NA,1044,212,1046,18,2,81,11,98,437,217,0,654,602,2018
IL-500,McHenry County CoC,179,33,15,NA,NA,NA,NA,NA,78,101,0,0,NA,172,7,142,34,0,1,0,2,87,87,0,174,5,2018
IL-501,"Rockford/DeKalb, Winnebago, Boone Counties CoC",356,90,49,NA,NA,NA,NA,NA,163,192,1,0,NA,317,39,159,157,3,5,0,32,209,101,0,310,46,2018
IL-502,"Waukegan, North Chicago/Lake County CoC",277,63,19,NA,NA,NA,NA,NA,129,146,2,0,NA,222,55,128,138,1,1,0,9,165,88,0,253,24,2018
IL-503,"Champaign, Urbana, Rantoul/Champaign County CoC",188,45,15,NA,NA,NA,NA,NA,72,116,0,0,NA,187,1,73,107,0,0,0,8,109,70,0,179,9,2018
IL-504,Madison County CoC,146,40,5,NA,NA,NA,NA,NA,86,60,0,0,NA,133,13,68,68,0,2,0,8,95,0,0,95,51,2018
IL-506,"Joliet, Bolingbrook/Will County CoC",341,109,22,NA,NA,NA,NA,NA,144,197,0,0,NA,312,29,148,186,3,1,0,3,167,131,0,298,43,2018
IL-507,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",400,104,17,NA,NA,NA,NA,NA,184,216,0,0,NA,380,20,219,145,6,3,3,24,291,72,3,366,34,2018
IL-508,"East St. Louis, Belleville/St. Clair County CoC",250,86,18,NA,NA,NA,NA,NA,127,121,0,2,NA,248,2,68,177,1,0,2,2,55,105,0,160,90,2018
IL-510,Chicago CoC,5450,1213,458,NA,NA,NA,NA,NA,2038,3387,14,11,NA,4761,689,1248,3912,40,58,24,168,3111,941,41,4093,1357,2018
IL-511,Cook County CoC,873,199,91,NA,NA,NA,NA,NA,383,490,0,0,NA,753,120,393,443,13,1,2,21,511,246,24,781,92,2018
IL-512,Bloomington/Central Illinois CoC,387,105,66,NA,NA,NA,NA,NA,195,191,1,0,NA,380,7,154,222,0,0,0,11,285,77,0,362,25,2018
IL-513,Springfield/Sangamon County CoC,271,49,16,NA,NA,NA,NA,NA,99,171,1,0,NA,265,6,129,116,1,3,0,22,176,76,0,252,19,2018
IL-514,DuPage County CoC,295,81,58,NA,NA,NA,NA,NA,142,149,3,1,NA,271,24,134,145,8,1,0,7,168,107,5,280,15,2018
IL-515,South Central Illinois CoC,92,29,3,NA,NA,NA,NA,NA,62,30,0,0,NA,78,14,77,14,0,0,0,1,49,21,0,70,22,2018
IL-516,Decatur/Macon County CoC,161,38,14,NA,NA,NA,NA,NA,63,98,0,0,NA,160,1,63,88,0,0,0,10,87,53,0,140,21,2018
IL-517,"Aurora, Elgin/Kane County CoC",430,73,26,NA,NA,NA,NA,NA,151,278,1,0,NA,320,110,262,149,4,2,0,13,337,68,0,405,25,2018
IL-518,"Rock Island, Moline/Northwestern Illinois CoC",198,37,28,NA,NA,NA,NA,NA,75,121,2,0,NA,178,20,135,56,0,0,0,7,143,39,0,182,16,2018
IL-519,West Central Illinois CoC,67,30,7,NA,NA,NA,NA,NA,39,28,0,0,NA,61,6,39,22,0,0,0,6,46,21,0,67,0,2018
IL-520,Southern Illinois CoC,282,81,31,NA,NA,NA,NA,NA,146,134,2,0,NA,270,12,215,55,0,0,1,11,156,78,0,234,48,2018
IN-502,Indiana Balance of State CoC,3576,730,241,NA,NA,NA,NA,NA,1558,2010,6,2,NA,3418,158,2533,893,17,25,14,94,2288,822,23,3133,443,2018
IN-503,Indianapolis CoC,1682,251,91,NA,NA,NA,NA,NA,580,1093,9,0,NA,1608,74,679,946,13,9,2,33,1082,396,68,1546,136,2018
KS-502,Wichita/Sedgwick County CoC,573,109,51,NA,NA,NA,NA,NA,177,395,1,0,NA,500,73,325,198,5,14,4,27,393,118,4,515,58,2018
KS-503,Topeka/Shawnee County CoC,408,80,23,NA,NA,NA,NA,NA,140,268,0,0,NA,367,41,277,65,1,20,1,44,287,60,0,347,61,2018
KS-505,"Overland Park, Shawnee/Johnson County CoC",168,68,10,NA,NA,NA,NA,NA,99,69,0,0,NA,155,13,100,49,4,0,2,13,92,38,0,130,38,2018
KS-507,Kansas Balance of State CoC,918,214,73,NA,NA,NA,NA,NA,379,530,1,8,NA,801,117,638,126,2,52,10,90,499,258,0,757,161,2018
KY-500,Kentucky Balance of State CoC,2077,390,164,NA,NA,NA,NA,NA,892,1180,2,3,NA,2006,71,1711,237,8,7,3,111,1175,210,0,1385,692,2018
KY-501,Louisville-Jefferson County CoC,926,159,62,NA,NA,NA,NA,NA,300,621,5,0,NA,887,39,424,425,0,9,0,68,555,218,0,773,153,2018
